id	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
4017	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1705	0.1705	0.1705	0.1905	0.1905	0.2205
4019	0.1505	0.1505	0.1505	0.1705	0.1705	0.1705	0.1905	0.1905	0.2205	0.2205	0.2205	0.2205	0.2205
4021	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1305	0.1505	0.1505	0.1705
4023	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105
4025	0.1505	0.1705	0.1705	0.1905	0.1905	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205
4027	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105	0.1305	0.1305
5001	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105
5003	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105
5005	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1905	0.1905	0.1905	0.2205	0.2205	0.2205	0.2205
5007	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505
5009	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505
5011	0.0305	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0905	0.0905	0.1105
5013	0.0505	0.0505	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1305	0.1505	0.1505	0.1705
5015	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1705	0.1705	0.1905	0.1905
5017	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1305	0.1305
5019	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705
5021	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105
5023	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305
5025	0.01	0.01	0.0305	0.0305	0.0305	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0705	0.0705
5027	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905
5029	0.0905	0.0905	0.0905	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1705	0.1705	0.1905
5031	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505
5033	0.1305	0.1305	0.1305	0.1505	0.1505	0.1705	0.1705	0.1705	0.1905	0.1905	0.2205	0.2205	0.2205
5035	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105
5037	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305
5039	0.01	0.01	0.01	0.0305	0.0305	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0505	0.0705
5041	0.0305	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105
5043	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305
5045	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305
5047	0.0705	0.0705	0.0705	0.0905	0.0905	0.1105	0.1105	0.1305	0.1305	0.1505	0.1505	0.1705	0.1905
5049	0.1105	0.1105	0.1105	0.1305	0.1305	0.1505	0.1505	0.1705	0.1705	0.1905	0.2205	0.2205	0.2205
5051	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1905	0.1905	0.2205	0.2205	0.2205	0.2205	0.2205
5053	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105
5055	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705
5057	0.0305	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705
5059	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105
5061	0.0505	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105
5063	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105
5065	0.0905	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1705	0.1705	0.1905	0.2205	0.2205
5067	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105	0.1305	0.1305
5069	0.0305	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0505	0.0505	0.0505	0.0505	0.0505	0.0705
5071	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305
5073	0.0305	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0905	0.0905	0.1105
5075	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1505
5077	0.0305	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0905	0.0905
5079	0.0305	0.0305	0.0305	0.0305	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705
5081	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305
5083	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1705	0.1705	0.1905
5085	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105
5087	0.0305	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0905
5089	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1905
5091	0.0305	0.0505	0.0505	0.0505	0.0505	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705
5093	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105
5095	0.0305	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1305
5097	0.0505	0.0505	0.0505	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1305	0.1505	0.1505
5099	0.0305	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1305
5101	0.0905	0.1105	0.1105	0.1105	0.1305	0.1505	0.1505	0.1705	0.1705	0.1905	0.2205	0.2205	0.2205
5103	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105
5105	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1305
5107	0.0505	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105
5109	0.0505	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505
5111	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1705	0.1705	0.1905
5113	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705
5115	0.0705	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105
5117	0.0305	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105
5119	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1305	0.1505
5121	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1705
5123	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905
5125	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1305	0.1505	0.1505
5127	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1505	0.1505	0.1705	0.1705	0.1905
5129	0.0705	0.0705	0.0705	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1505	0.1505	0.1705	0.1705
5131	0.1105	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1905
5133	0.0505	0.0505	0.0705	0.0705	0.0705	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1505
5135	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1905	0.1905	0.2205	0.2205	0.2205	0.2205	0.2205
5137	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305
5139	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305
5141	0.0305	0.0305	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905
5143	0.0505	0.0705	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105
5145	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105
5147	0.0505	0.0505	0.0705	0.0705	0.0705	0.0905	0.0905	0.1105	0.1105	0.1305	0.1305	0.1505	0.1505
5149	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305
6001	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305
6003	0.01	0.01	0.01	0.01	0.01	0.0305	0.0305	0.0305	0.0305	0.0305	0.0505	0.0505	0.0505
6005	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1905	0.1905	0.2205	0.2205	0.2205	0.2205	0.2205
6007	0.1905	0.1905	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205
6009	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1905	0.1905
6011	0.0305	0.0505	0.0505	0.0505	0.0505	0.0505	0.0505	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905
6013	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105	0.1305
6015	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1705
6017	0.1305	0.1305	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1705	0.1905	0.1905	0.2205	0.2205
6019	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505
6021	0.1105	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1905	0.1905	0.2205
6023	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205
6025	0.0705	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105
6027	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1305	0.1305	0.1505
6029	0.1105	0.1305	0.1305	0.1305	0.1505	0.1505	0.1505	0.1705	0.1705	0.1905	0.1905	0.2205	0.2205
6031	0.0505	0.0705	0.0705	0.0705	0.0705	0.0705	0.0705	0.0905	0.0905	0.0905	0.0905	0.0905	0.1105
6033	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205
6035	0.1505	0.1705	0.1705	0.1705	0.1905	0.1905	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205	0.2205
6037	0.0705	0.0905	0.0905	0.0905	0.0905	0.1105	0.1105	0.1105	0.1105	0.1305	0.1305	0.1305	0.1305
